0,41234
0.008333,18934
0.016667,-1304.5
0.025,757.74
0.033333,757.7
0.041667,757.7
0.05,757.74
0.058333,757.7
0.066667,757.7
0.075,728.6
0.083333,737.13
0.091667,762.84
0.1,728.6
0.10833,737.13
0.11667,791.98
0.125,778.32
0.13333,752.56
0.14167,757.7
0.15,728.6
0.15833,737.13
0.16667,791.98
0.175,749.17
0.18333,702.84
0.19167,713.13
0.2,742.32
0.20833,821.13
0.21667,897.406
0.225,718.31
0.23333,707.99
0.24167,796.351
0.25,762.68
0.25833,729.008
0.26667,695.297
0.275,661.625
0.28333,762.84
0.29167,757.7
0.3,786.89
0.30833,778.27
0.31667,723.41
0.325,737.17
0.33333,791.98
0.34167,778.27
0.35,723.46
0.35833,737.13
0.36667,791.98
0.375,778.32
0.38333,723.41
0.39167,737.13
0.4,792.03
0.40833,778.27
0.41667,723.41
0.425,649.74
0.43333,497.13
0.44167,366.85
0.45,258.87
0.45833,61.713
0.46667,-113.14
0.475,-146.811
0.48333,-291.42
0.49167,-380.56
0.5,-477.847
0.50833,-474.731
0.51667,-471.612
0.525,-468.496
0.53333,-465.38
0.54167,-462.26
0.55,-459.145
0.55833,-483.646
0.56667,-517.358
0.575,-551.03
0.58333,-446.678
0.59167,-443.558
0.6,-440.442
0.60833,-437.326
0.61667,-434.207
0.625,-431.091
0.63333,-427.975
0.64167,-424.856
0.65,-421.74
0.65833,-418.624
0.66667,-519.42
0.675,-412.389
0.68333,-409.273
0.69167,-406.153
0.7,-403.038
0.70833,-399.922
0.71667,-396.802
0.725,-393.687
0.73333,-390.571
0.74208,-387.298
0.75042,-384.178
0.75875,-381.062
0.76708,-377.947
0.77542,-374.827
0.78375,-371.711
0.79208,-368.596
0.80042,-365.476
0.80875,-362.36
0.81708,-359.244
0.82542,-523.295
0.83375,-353.009
0.84208,-349.893
0.85042,-499.147
0.85875,-491.101
0.86708,-483.054
0.87542,-337.423
0.88375,-466.952
0.89208,-458.906
0.90042,-450.85
0.90875,-324.956
0.91708,-321.84
0.92542,-426.702
0.93375,-418.655
0.94208,-312.489
0.95042,-402.553
0.95875,-394.507
0.96708,-386.461
0.97542,-378.405
0.98375,-370.358
0.99208,-362.312
1.0004,-354.276
1.0088,-346.162
1.0171,-338.144
1.0254,-330.127
1.0337,-322.11
1.0421,-313.996
1.0504,-305.979
1.0588,-297.865
1.0671,-289.848
1.0754,-281.83
1.0837,-273.813
1.0921,-265.699
1.1004,-257.682
1.1087,-250.165
1.1171,-247.023
1.1254,-243.918
1.1338,-240.776
1.1421,-341.14
1.1504,-234.567
1.1587,-231.463
1.1671,-228.321
1.1754,-225.216
1.1838,-222.074
1.1921,-218.97
1.2004,-215.865
1.2087,-212.76
1.2171,-209.618
1.2254,-206.514
1.2337,-203.409
1.2421,-200.267
1.2504,-197.163
1.2588,-194.021
1.2671,-190.916
1.2754,-187.812
1.2837,-184.707
1.2921,-181.565
1.3004,-178.46
1.3088,-175.318
1.3171,-172.214
1.3254,-169.109
1.3337,-166.005
1.3421,-162.863
1.3504,-159.758
1.3587,-156.654
1.3671,-153.512
1.3754,-150.407
1.3838,-147.265
1.3921,-144.16
1.4004,-141.056
1.4087,-137.951
1.4171,-248.57
1.4254,-131.705
1.4338,-128.563
1.4421,-125.458
1.4504,-122.354
1.4587,-119.249
1.4671,-116.107
1.4754,-113.002
1.4837,-109.898
1.4921,-106.756
1.5004,-103.651
1.5088,-100.509
1.5171,-97.4046
1.5254,-94.3
1.5337,-91.1954
1.5421,-88.0535
1.5504,-84.9489
1.5588,-81.8069
1.5671,-78.7023
1.5754,-75.5977
1.5837,-72.4932
1.5921,-69.3511
1.6004,-66.2466
1.6087,-63.142
1.6171,-60
1.6254,-56.8954
1.6338,-53.7534
1.6421,-50.6489
1.6504,-47.5443
1.6587,-44.4397
1.6671,-41.2977
1.6754,-38.1931
1.6838,-35.0511
1.6921,-31.9465
1.7004,-28.842
1.7087,-25.7374
1.7171,-22.5954
1.7254,-19.4908
1.7337,-16.3862
1.7421,-13.2443
1.7504,-10.1397
1.7588,-6.99768
1.7671,-3.89313
1.7754,-0.788513
1.7837,2.31604
1.7921,5.45801
1.8004,8.56262
1.8088,11.7046
1.8171,14.8092
1.8254,17.9138
1.8337,21.0184
1.8421,24.1603
1.8504,27.265
1.8587,30.3695
1.8671,33.5115
1.8754,36.6161
1.8838,39.7581
1.8921,42.8627
1.9004,45.9673
1.9087,49.0718
1.9171,52.2138
1.9254,55.3184
1.9338,58.4604
1.9421,61.565
1.9504,64.6696
